chap_num,verse_num,token_num,token_str,term_str
42,15,11,"commanded,",commanded
42,15,12,and,and
42,15,13,do,do
42,15,14,not,not
42,15,15,follow,follow
42,15,16,their,their
42,15,17,"inclinations,",inclinations
42,15,18,and,and
42,15,19,"say,",say
42,15,20,“I,i
42,15,21,believe,believe
42,15,22,in,in
42,15,23,whatever,whatever
42,15,24,Book,book
42,15,25,God,god
42,15,26,has,has
42,15,27,sent,sent
42,15,28,"down,",down
42,15,29,and,and
42,15,30,I,i
42,15,31,was,was
42,15,32,commanded,commanded
42,15,33,to,to
42,15,34,judge,judge
42,15,35,between,between
42,15,36,you,you
42,15,37,equitably.,equitably
42,15,38,God,god
42,15,39,is,is
42,15,40,our,our
42,15,41,Lord,lord
42,15,42,and,and
42,15,43,your,your
42,15,44,Lord.,lord
42,15,45,We,we
42,15,46,have,have
42,15,47,our,our
42,15,48,"deeds,",deeds
42,15,49,and,and
42,15,50,you,you
42,15,51,have,have
42,15,52,your,your
42,15,53,deeds.,deeds
42,15,54,Let,let
42,15,55,there,there
42,15,56,be,be
42,15,57,no,no
42,15,58,quarrel,quarrel
42,15,59,between,between
42,15,60,us,us
42,15,61,and,and
42,15,62,you.,you
42,15,63,God,god
42,15,64,will,will
42,15,65,bring,bring
42,15,66,us,us
42,15,67,"together,",together
42,15,68,and,and
42,15,69,to,to
42,15,70,Him,him
42,15,71,is,is
42,15,72,the,the
42,15,73,ultimate,ultimate
42,15,74,return.”,return
42,16,0,As,as
42,16,1,for,for
42,16,2,those,those
42,16,3,who,who
42,16,4,dispute,dispute
42,16,5,about,about
42,16,6,God,god
42,16,7,after,after
42,16,8,having,having
42,16,9,answered,answered
42,16,10,His,his
42,16,11,"call,",call
42,16,12,their,their
42,16,13,argument,argument
42,16,14,is,is
42,16,15,invalid,invalid
42,16,16,with,with
42,16,17,their,their
42,16,18,Lord;,lord
42,16,19,and,and
42,16,20,upon,upon
42,16,21,them,them
42,16,22,falls,falls
42,16,23,wrath;,wrath
42,16,24,and,and
42,16,25,a,a
42,16,26,grievous,grievous
42,16,27,torment,torment
42,16,28,awaits,awaits
42,16,29,them.,them
42,17,0,It,it
42,17,1,is,is
42,17,2,God,god
42,17,3,who,who
42,17,4,revealed,revealed
42,17,5,the,the
42,17,6,Book,book
42,17,7,with,with
42,17,8,the,the
42,17,9,"truth,",truth
42,17,10,and,and
42,17,11,the,the
42,17,12,Balance.,balance
42,17,13,And,and
42,17,14,what,what
42,17,15,will,will
42,17,16,make,make
42,17,17,you,you
42,17,18,realize,realize
42,17,19,that,that
42,17,20,perhaps,perhaps
42,17,21,the,the
42,17,22,Hour,hour
42,17,23,is,is
42,17,24,near?,near
42,18,0,Those,those
42,18,1,who,who
42,18,2,do,do
42,18,3,not,not
42,18,4,believe,believe
42,18,5,in,in
42,18,6,it,it
42,18,7,seek,seek
42,18,8,to,to
42,18,9,hasten,hasten
42,18,10,it;,it
42,18,11,but,but
42,18,12,those,those
42,18,13,who,who
42,18,14,believe,believe
42,18,15,are,are
42,18,16,apprehensive,apprehensive
42,18,17,of,of
42,18,18,"it,",it
42,18,19,and,and
42,18,20,they,they
42,18,21,know,know
42,18,22,it,it
42,18,23,to,to
42,18,24,be,be
42,18,25,the,the
42,18,26,truth.,truth
42,18,27,"Absolutely,",absolutely
42,18,28,those,those
42,18,29,who,who
42,18,30,question,question
42,18,31,the,the
42,18,32,Hour,hour
42,18,33,are,are
42,18,34,in,in
42,18,35,distant,distant
42,18,36,error.,error
42,19,0,God,god
42,19,1,is,is
42,19,2,kind,kind
42,19,3,towards,towards
42,19,4,His,his
42,19,5,worshipers.,worshipers
42,19,6,He,he
42,19,7,provides,provides
42,19,8,for,for
42,19,9,whomever,whomever
42,19,10,He,he
42,19,11,wills.,wills
42,19,12,He,he
42,19,13,is,is
42,19,14,the,the
42,19,15,"Powerful,",powerful
42,19,16,the,the
42,19,17,Honorable.,honorable
42,20,0,Whoever,whoever
42,20,1,desires,desires
42,20,2,the,the
42,20,3,harvest,harvest
42,20,4,of,of
42,20,5,the,the
42,20,6,"Hereafter,",hereafter
42,20,7,We,we
42,20,8,increase,increase
42,20,9,for,for
42,20,10,him,him
42,20,11,his,his
42,20,12,harvest;,harvest
42,20,13,and,and
42,20,14,whoever,whoever
42,20,15,desires,desires
42,20,16,the,the
42,20,17,harvest,harvest
42,20,18,of,of
42,20,19,this,this
42,20,20,"world,",world
42,20,21,We,we
42,20,22,give,give
42,20,23,him,him
42,20,24,"thereof,",thereof
42,20,25,and,and
42,20,26,he,he
42,20,27,has,has
42,20,28,no,no
42,20,29,share,share
42,20,30,of,of
42,20,31,the,the
42,20,32,Hereafter.,hereafter
42,21,0,Or,or
42,21,1,is,is
42,21,2,it,it
42,21,3,that,that
42,21,4,they,they
42,21,5,have,have
42,21,6,partners,partners
42,21,7,who,who
42,21,8,litigate,litigate
42,21,9,for,for
42,21,10,them,them
42,21,11,religious,religious
42,21,12,laws,laws
42,21,13,never,never
42,21,14,authorized,authorized
42,21,15,by,by
42,21,16,God?,god
42,21,17,Were,were
42,21,18,it,it
42,21,19,not,not
42,21,20,for,for
42,21,21,the,the
42,21,22,conclusive,conclusive
42,21,23,"decision,",decision
42,21,24,it,it
42,21,25,would,would
42,21,26,have,have
42,21,27,been,been
42,21,28,settled,settled
42,21,29,between,between
42,21,30,them.,them
42,21,31,The,the
42,21,32,wicked,wicked
42,21,33,will,will
42,21,34,have,have
42,21,35,a,a
42,21,36,painful,painful
42,21,37,punishment.,punishment
42,22,0,You,you
42,22,1,will,will
42,22,2,see,see
42,22,3,the,the
42,22,4,unjust,unjust
42,22,5,terrified,terrified
42,22,6,of,of
42,22,7,what,what
42,22,8,they,they
42,22,9,have,have
42,22,10,"earned,",earned
42,22,11,and,and
42,22,12,it,it
42,22,13,will,will
42,22,14,befall,befall
42,22,15,them.,them
42,22,16,As,as
42,22,17,for,for
42,22,18,those,those
42,22,19,who,who
42,22,20,believe,believe
42,22,21,and,and
42,22,22,do,do
42,22,23,good,good
42,22,24,"deeds,",deeds
42,22,25,they,they
42,22,26,will,will
42,22,27,be,be
42,22,28,in,in
42,22,29,the,the
42,22,30,Meadows,meadows
42,22,31,of,of
42,22,32,the,the
42,22,33,Gardens;,gardens
42,22,34,they,they
42,22,35,will,will
42,22,36,have,have
42,22,37,whatever,whatever
42,22,38,they,they
42,22,39,please,please
42,22,40,in,in
42,22,41,the,the
42,22,42,presence,presence
42,22,43,of,of
42,22,44,their,their
42,22,45,Lord;,lord
42,22,46,that,that
42,22,47,is,is
42,22,48,the,the
42,22,49,supreme,supreme
42,22,50,blessing.,blessing
42,23,0,That,that
42,23,1,is,is
42,23,2,the,the
42,23,3,good,good
42,23,4,news,news
42,23,5,God,god
42,23,6,gives,gives
42,23,7,to,to
42,23,8,His,his
42,23,9,servants,servants
42,23,10,who,who
42,23,11,believe,believe
42,23,12,and,and
42,23,13,do,do
42,23,14,good,good
42,23,15,deeds.,deeds
42,23,16,"Say,",say
42,23,17,“I,i
42,23,18,ask,ask
42,23,19,of,of
42,23,20,you,you
42,23,21,no,no
42,23,22,wage,wage
42,23,23,for,for
42,23,24,"it,",it
42,23,25,except,except
42,23,26,affection,affection
42,23,27,among,among
42,23,28,the,the
42,23,29,near,near
42,23,30,of,of
42,23,31,kin.”,kin
42,23,32,Whoever,whoever
42,23,33,does,does
42,23,34,a,a
42,23,35,good,good
42,23,36,"deed,",deed
42,23,37,We,we
42,23,38,will,will
42,23,39,increase,increase
42,23,40,its,its
42,23,41,goodness,goodness
42,23,42,for,for
42,23,43,him.,him
42,23,44,God,god
42,23,45,is,is
42,23,46,Forgiving,forgiving
42,23,47,and,and
42,23,48,Appreciative.,appreciative
42,24,0,Or,or
42,24,1,do,do
42,24,2,they,they
42,24,3,"say,",say
42,24,4,“He,he
42,24,5,forged,forged
42,24,6,a,a
42,24,7,lie,lie
42,24,8,about,about
42,24,9,God.”,god
42,24,10,If,if
42,24,11,God,god
42,24,12,so,so
42,24,13,"willed,",willed
42,24,14,He,he
42,24,15,could,could
42,24,16,have,have
42,24,17,sealed,sealed
42,24,18,your,your
42,24,19,heart.,heart
42,24,20,But,but
42,24,21,God,god
42,24,22,obliterates,obliterates
42,24,23,the,the
42,24,24,"false,",false
42,24,25,and,and
42,24,26,confirm,confirm
42,24,27,the,the
42,24,28,true,true
42,24,29,by,by
42,24,30,His,his
42,24,31,Words.,words
42,24,32,He,he
42,24,33,knows,knows
42,24,34,what,what
42,24,35,is,is
42,24,36,in,in
42,24,37,the,the
42,24,38,hearts.,hearts
42,25,0,It,it
42,25,1,is,is
42,25,2,He,he
42,25,3,who,who
42,25,4,accepts,accepts
42,25,5,the,the
42,25,6,repentance,repentance
42,25,7,of,of
42,25,8,His,his
42,25,9,"worshipers,",worshipers
42,25,10,and,and
42,25,11,remits,remits
42,25,12,the,the
42,25,13,"sins,",sins
42,25,14,and,and
42,25,15,knows,knows
42,25,16,what,what
42,25,17,you,you
42,25,18,do.,do
42,26,0,And,and
42,26,1,He,he
42,26,2,answers,answers
42,26,3,those,those
42,26,4,who,who
42,26,5,believe,believe
42,26,6,and,and
42,26,7,do,do
42,26,8,good,good
42,26,9,"deeds,",deeds
42,26,10,and,and
42,26,11,He,he
42,26,12,increases,increases
42,26,13,them,them
42,26,14,of,of
42,26,15,His,his
42,26,16,grace.,grace
42,26,17,But,but
42,26,18,the,the
42,26,19,disbelievers,disbelievers
42,26,20,will,will
42,26,21,suffer,suffer
42,26,22,a,a
42,26,23,terrible,terrible
42,26,24,punishment.,punishment
42,27,0,If,if
42,27,1,God,god
42,27,2,were,were
42,27,3,to,to
42,27,4,increase,increase
42,27,5,the,the
42,27,6,provision,provision
42,27,7,to,to
42,27,8,His,his
42,27,9,"servants,",servants
42,27,10,they,they
42,27,11,would,would
42,27,12,transgress,transgress
42,27,13,on,on
42,27,14,earth;,earth
42,27,15,but,but
42,27,16,He,he
42,27,17,sends,sends
42,27,18,down,down
42,27,19,in,in
42,27,20,precise,precise
42,27,21,measure,measure
42,27,22,whatever,whatever
42,27,23,He,he
42,27,24,wills.,wills
42,27,25,"Surely,",surely
42,27,26,regarding,regarding
42,27,27,His,his
42,27,28,"servants,",servants
42,27,29,He,he
42,27,30,is,is
42,27,31,Expert,expert
42,27,32,and,and
42,27,33,Observant.,observant
42,28,0,It,it
42,28,1,is,is
42,28,2,He,he
42,28,3,who,who
42,28,4,brings,brings
42,28,5,down,down
42,28,6,the,the
42,28,7,rain,rain
42,28,8,after,after
42,28,9,they,they
42,28,10,have,have
42,28,11,"despaired,",despaired
42,28,12,and,and
42,28,13,unfolds,unfolds
42,28,14,His,his
42,28,15,mercy.,mercy
42,28,16,He,he
42,28,17,is,is
42,28,18,the,the
42,28,19,"Guardian,",guardian
42,28,20,the,the
42,28,21,Praised.,praised
42,29,0,And,and
42,29,1,of,of
42,29,2,His,his
42,29,3,signs,signs
42,29,4,are,are
42,29,5,the,the
42,29,6,creation,creation
42,29,7,of,of
42,29,8,the,the
42,29,9,heavens,heavens
42,29,10,and,and
42,29,11,the,the
42,29,12,"earth,",earth
42,29,13,and,and
42,29,14,the,the
42,29,15,creatures,creatures
42,29,16,He,he
42,29,17,has,has
42,29,18,spread,spread
42,29,19,throughout,throughout
42,29,20,them;,them
42,29,21,and,and
42,29,22,He,he
42,29,23,is,is
42,29,24,Able,able
42,29,25,to,to
42,29,26,gather,gather
42,29,27,them,them
42,29,28,at,at
42,29,29,will.,will
42,30,0,Whatever,whatever
42,30,1,misfortune,misfortune
42,30,2,befalls,befalls
42,30,3,"you,",you
42,30,4,it,it
42,30,5,is,is
42,30,6,because,because
42,30,7,of,of
42,30,8,what,what
42,30,9,your,your
42,30,10,hands,hands
42,30,11,have,have
42,30,12,earned;,earned
42,30,13,and,and
42,30,14,yet,yet
42,30,15,He,he
42,30,16,pardons,pardons
42,30,17,much.,much
42,31,0,You,you
42,31,1,are,are
42,31,2,not,not
42,31,3,the,the
42,31,4,ones,ones
42,31,5,to,to
42,31,6,interfere,interfere
42,31,7,on,on
42,31,8,earth;,earth
42,31,9,and,and
42,31,10,besides,besides
42,31,11,"God,",god
42,31,12,you,you
42,31,13,have,have
42,31,14,no,no
42,31,15,"ally,",ally
42,31,16,and,and
42,31,17,no,no
42,31,18,helper.,helper
42,32,0,And,and
42,32,1,of,of
42,32,2,His,his
42,32,3,signs,signs
42,32,4,are,are
42,32,5,the,the
42,32,6,ships,ships
42,32,7,sailing,sailing
42,32,8,the,the
42,32,9,sea,sea
42,32,10,like,like
42,32,11,flags.,flags
42,33,0,If,if
42,33,1,He,he
42,33,2,"willed,",willed
42,33,3,He,he
42,33,4,could,could
42,33,5,have,have
42,33,6,stilled,stilled
42,33,7,the,the
42,33,8,"winds,",winds
42,33,9,leaving,leaving
42,33,10,them,them
42,33,11,motionless,motionless
42,33,12,on,on
42,33,13,its,its
42,33,14,surface.,surface
42,33,15,Surely,surely
42,33,16,in,in
42,33,17,that,that
42,33,18,are,are
42,33,19,signs,signs
42,33,20,for,for
42,33,21,every,every
42,33,22,"disciplined,",disciplined
42,33,23,grateful,grateful
42,33,24,person.,person
42,34,0,Or,or
42,34,1,He,he
42,34,2,could,could
42,34,3,wreck,wreck
42,34,4,"them,",them
42,34,5,because,because
42,34,6,of,of
42,34,7,what,what
42,34,8,they,they
42,34,9,have,have
42,34,10,earned.,earned
42,34,11,And,and
42,34,12,yet,yet
42,34,13,He,he
42,34,14,pardons,pardons
42,34,15,much.,much
42,35,0,Those,those
42,35,1,who,who
42,35,2,dispute,dispute
42,35,3,Our,our
42,35,4,signs,signs
42,35,5,know,know
42,35,6,that,that
42,35,7,there,there
42,35,8,is,is
42,35,9,no,no
42,35,10,asylum,asylum
42,35,11,for,for
42,35,12,them.,them
42,36,0,Whatever,whatever
42,36,1,thing,thing
42,36,2,you,you
42,36,3,are,are
42,36,4,given,given
42,36,5,is,is
42,36,6,only,only
42,36,7,the,the
42,36,8,provision,provision
42,36,9,of,of
42,36,10,this,this
42,36,11,life.,life
42,36,12,But,but
42,36,13,what,what
42,36,14,God,god
42,36,15,possesses,possesses
42,36,16,is,is
42,36,17,better,better
42,36,18,and,and
42,36,19,more,more
42,36,20,lasting,lasting
42,36,21,for,for
42,36,22,those,those
42,36,23,who,who
42,36,24,believe,believe
42,36,25,and,and
42,36,26,rely,rely
42,36,27,on,on
42,36,28,their,their
42,36,29,Lord.,lord
42,37,0,And,and
42,37,1,those,those
42,37,2,who,who
42,37,3,avoid,avoid
42,37,4,major,major
42,37,5,sins,sins
42,37,6,and,and
42,37,7,indecencies;,indecencies
42,37,8,and,and
42,37,9,if,if
42,37,10,they,they
42,37,11,become,become
42,37,12,"angry,",angry
42,37,13,they,they
42,37,14,forgive.,forgive
42,38,0,And,and
42,38,1,those,those
42,38,2,who,who
42,38,3,respond,respond
42,38,4,to,to
42,38,5,their,their
42,38,6,"Lord,",lord
42,38,7,and,and
42,38,8,pray,pray
42,38,9,"regularly,",regularly
42,38,10,and,and
42,38,11,conduct,conduct
42,38,12,their,their
42,38,13,affairs,affairs
42,38,14,by,by
42,38,15,mutual,mutual
42,38,16,"consultation,",consultation
42,38,17,and,and
42,38,18,give,give
42,38,19,of,of
42,38,20,what,what
42,38,21,We,we
42,38,22,have,have
42,38,23,provided,provided
42,38,24,them.,them
42,39,0,And,and
42,39,1,those,those
42,39,2,"who,",who
42,39,3,when,when
42,39,4,"wronged,",wronged
42,39,5,defend,defend
42,39,6,themselves.,themselves
42,40,0,The,the
42,40,1,repayment,repayment
42,40,2,of,of
42,40,3,a,a
42,40,4,bad,bad
42,40,5,action,action
42,40,6,is,is
42,40,7,one,one
42,40,8,equivalent,equivalent
42,40,9,to,to
42,40,10,it.,it
42,40,11,But,but
42,40,12,whoever,whoever
42,40,13,pardons,pardons
42,40,14,and,and
42,40,15,makes,makes
42,40,16,"reconciliation,",reconciliation
42,40,17,his,his
42,40,18,reward,reward
42,40,19,lies,lies
42,40,20,with,with
42,40,21,God.,god
42,40,22,He,he
42,40,23,does,does
42,40,24,not,not
42,40,25,love,love
42,40,26,the,the
42,40,27,unjust.,unjust
42,41,0,As,as
42,41,1,for,for
42,41,2,those,those
42,41,3,who,who
42,41,4,retaliate,retaliate
42,41,5,after,after
42,41,6,being,being
42,41,7,"wronged,",wronged
42,41,8,there,there
42,41,9,is,is
42,41,10,no,no
42,41,11,blame,blame
42,41,12,on,on
42,41,13,them.,them
42,42,0,Blame,blame
42,42,1,lies,lies
42,42,2,on,on
42,42,3,those,those
42,42,4,who,who
42,42,5,wrong,wrong
42,42,6,"people,",people
42,42,7,and,and
42,42,8,commit,commit
42,42,9,aggression,aggression
42,42,10,in,in
42,42,11,the,the
42,42,12,land,land
42,42,13,without,without
42,42,14,right.,right
42,42,15,These,these
42,42,16,will,will
42,42,17,have,have
42,42,18,a,a
42,42,19,painful,painful
42,42,20,punishment.,punishment
42,43,0,But,but
42,43,1,whoever,whoever
42,43,2,endures,endures
42,43,3,patiently,patiently
42,43,4,and,and
42,43,5,forgives—that,forgivesthat
42,43,6,is,is
42,43,7,a,a
42,43,8,sign,sign
42,43,9,of,of
42,43,10,real,real
42,43,11,resolve.,resolve
42,44,0,Whoever,whoever
42,44,1,God,god
42,44,2,leaves,leaves
42,44,3,astray,astray
42,44,4,has,has
42,44,5,no,no
42,44,6,protector,protector
42,44,7,apart,apart
42,44,8,from,from
42,44,9,Him.,him
42,44,10,And,and
42,44,11,you,you
42,44,12,will,will
42,44,13,see,see
42,44,14,the,the
42,44,15,"transgressors,",transgressors
42,44,16,when,when
42,44,17,they,they
42,44,18,see,see
42,44,19,the,the
42,44,20,"torment,",torment
42,44,21,"saying,",saying
42,44,22,“Is,is
42,44,23,there,there
42,44,24,a,a
42,44,25,way,way
42,44,26,of,of
42,44,27,going,going
42,44,28,back?”,back
42,45,0,And,and
42,45,1,you,you
42,45,2,will,will
42,45,3,see,see
42,45,4,them,them
42,45,5,exposed,exposed
42,45,6,to,to
42,45,7,"it,",it
42,45,8,cowering,cowering
42,45,9,from,from
42,45,10,"disgrace,",disgrace
42,45,11,looking,looking
42,45,12,with,with
42,45,13,concealed,concealed
42,45,14,eyes.,eyes
42,45,15,Those,those
42,45,16,who,who
42,45,17,believed,believed
42,45,18,will,will
42,45,19,"say,",say
42,45,20,“The,the
42,45,21,losers,losers
42,45,22,are,are
42,45,23,those,those
42,45,24,who,who
42,45,25,lost,lost
42,45,26,themselves,themselves
42,45,27,and,and
42,45,28,their,their
42,45,29,families,families
42,45,30,on,on
42,45,31,the,the
42,45,32,Day,day
42,45,33,of,of
42,45,34,Resurrection.”,resurrection
42,45,35,"Indeed,",indeed
42,45,36,the,the
42,45,37,evildoers,evildoers
42,45,38,are,are
42,45,39,in,in
42,45,40,a,a
42,45,41,lasting,lasting
42,45,42,torment.,torment
42,46,0,They,they
42,46,1,will,will
42,46,2,have,have
42,46,3,no,no
42,46,4,allies,allies
42,46,5,to,to
42,46,6,support,support
42,46,7,them,them
42,46,8,against,against
42,46,9,God.,god
42,46,10,Whomever,whomever
42,46,11,God,god
42,46,12,leaves,leaves
42,46,13,astray,astray
42,46,14,has,has
42,46,15,no,no
42,46,16,way,way
42,46,17,out.,out
42,47,0,Respond,respond
42,47,1,to,to
42,47,2,your,your
42,47,3,Lord,lord
42,47,4,before,before
42,47,5,there,there
42,47,6,comes,comes
42,47,7,from,from
42,47,8,God,god
42,47,9,a,a
42,47,10,Day,day
42,47,11,that,that
42,47,12,cannot,cannot
42,47,13,be,be
42,47,14,turned,turned
42,47,15,back.,back
42,47,16,You,you
42,47,17,will,will
42,47,18,have,have
42,47,19,no,no
42,47,20,refuge,refuge
42,47,21,on,on
42,47,22,that,that
42,47,23,"Day,",day
42,47,24,and,and
42,47,25,no,no
42,47,26,possibility,possibility
42,47,27,of,of
42,47,28,denial.,denial
42,48,0,But,but
42,48,1,if,if
42,48,2,they,they
42,48,3,turn,turn
42,48,4,away—We,awaywe
42,48,5,did,did
42,48,6,not,not
42,48,7,send,send
42,48,8,you,you
42,48,9,as,as
42,48,10,a,a
42,48,11,guardian,guardian
42,48,12,over,over
42,48,13,them.,them
42,48,14,Your,your
42,48,15,only,only
42,48,16,duty,duty
42,48,17,is,is
42,48,18,communication.,communication
42,48,19,Whenever,whenever
42,48,20,We,we
42,48,21,let,let
42,48,22,man,man
42,48,23,taste,taste
42,48,24,mercy,mercy
42,48,25,from,from
42,48,26,"Us,",us
42,48,27,he,he
42,48,28,rejoices,rejoices
42,48,29,in,in
42,48,30,it;,it
42,48,31,but,but
42,48,32,when,when
42,48,33,misfortune,misfortune
42,48,34,befalls,befalls
42,48,35,"them,",them
42,48,36,as,as
42,48,37,a,a
42,48,38,consequence,consequence
42,48,39,of,of
42,48,40,what,what
42,48,41,their,their
42,48,42,hands,hands
42,48,43,have,have
42,48,44,"perpetrated,",perpetrated
42,48,45,man,man
42,48,46,turns,turns
42,48,47,blasphemous.,blasphemous
42,49,0,To,to
42,49,1,God,god
42,49,2,belongs,belongs
42,49,3,the,the
42,49,4,dominion,dominion
42,49,5,of,of
42,49,6,the,the
42,49,7,heavens,heavens
42,49,8,and,and
42,49,9,the,the
42,49,10,earth.,earth
42,49,11,He,he
42,49,12,creates,creates
42,49,13,whatever,whatever
42,49,14,He,he
42,49,15,wills.,wills
42,49,16,He,he
42,49,17,grants,grants
42,49,18,daughters,daughters
42,49,19,to,to
42,49,20,whomever,whomever
42,49,21,He,he
42,49,22,"wills,",wills
42,49,23,and,and
42,49,24,He,he
42,49,25,grants,grants
42,49,26,sons,sons
42,49,27,to,to
42,49,28,whomever,whomever
42,49,29,He,he
42,49,30,wills.,wills
42,50,0,Or,or
42,50,1,He,he
42,50,2,combines,combines
42,50,3,them,them
42,50,4,"together,",together
42,50,5,males,males
42,50,6,and,and
42,50,7,females;,females
42,50,8,and,and
42,50,9,He,he
42,50,10,renders,renders
42,50,11,whomever,whomever
42,50,12,He,he
42,50,13,wills,wills
42,50,14,sterile.,sterile
42,50,15,He,he
42,50,16,is,is
42,50,17,Knowledgeable,knowledgeable
42,50,18,and,and
42,50,19,Capable.,capable
42,51,0,It,it
42,51,1,is,is
42,51,2,not,not
42,51,3,for,for
42,51,4,any,any
42,51,5,human,human
42,51,6,that,that
42,51,7,God,god
42,51,8,should,should
42,51,9,speak,speak
42,51,10,to,to
42,51,11,"him,",him
42,51,12,except,except
42,51,13,by,by
42,51,14,"inspiration,",inspiration
42,51,15,or,or
42,51,16,from,from
42,51,17,behind,behind
42,51,18,a,a
42,51,19,"veil,",veil
42,51,20,or,or
42,51,21,by,by
42,51,22,sending,sending
42,51,23,a,a
42,51,24,messenger,messenger
42,51,25,to,to
42,51,26,reveal,reveal
42,51,27,by,by
42,51,28,His,his
42,51,29,permission,permission
42,51,30,whatever,whatever
42,51,31,He,he
42,51,32,wills.,wills
42,51,33,He,he
42,51,34,is,is
42,51,35,"All-High,",allhigh
42,51,36,All-Wise.,allwise
42,52,0,We,we
42,52,1,thus,thus
42,52,2,inspired,inspired
42,52,3,you,you
42,52,4,"spiritually,",spiritually
42,52,5,by,by
42,52,6,Our,our
42,52,7,command.,command
42,52,8,You,you
42,52,9,did,did
42,52,10,not,not
42,52,11,know,know
42,52,12,what,what
42,52,13,the,the
42,52,14,Scripture,scripture
42,52,15,"is,",is
42,52,16,nor,nor
42,52,17,what,what
42,52,18,faith,faith
42,52,19,"is,",is
42,52,20,but,but
42,52,21,We,we
42,52,22,made,made
42,52,23,it,it
42,52,24,a,a
42,52,25,"light,",light
42,52,26,with,with
42,52,27,which,which
42,52,28,We,we
42,52,29,guide,guide
42,52,30,whomever,whomever
42,52,31,We,we
42,52,32,will,will
42,52,33,of,of
42,52,34,Our,our
42,52,35,servants.,servants
42,52,36,You,you
42,52,37,surely,surely
42,52,38,guide,guide
42,52,39,to,to
42,52,40,a,a
42,52,41,straight,straight
42,52,42,path.,path
42,53,0,The,the
42,53,1,path,path
42,53,2,of,of
42,53,3,"God,",god
42,53,4,to,to
42,53,5,whom,whom
42,53,6,belongs,belongs
42,53,7,everything,everything
42,53,8,in,in
42,53,9,the,the
42,53,10,heavens,heavens
42,53,11,and,and
42,53,12,everything,everything
42,53,13,on,on
42,53,14,earth.,earth
42,53,15,"Indeed,",indeed
42,53,16,to,to
42,53,17,God,god
42,53,18,all,all
42,53,19,matters,matters
42,53,20,revert.,revert
43,1,0,"Ha,",ha
43,1,1,Meem.,meem
43,2,0,By,by
43,2,1,the,the
43,2,2,Book,book
43,2,3,that,that
43,2,4,makes,makes
43,2,5,things,things
43,2,6,clear.,clear
43,3,0,We,we
43,3,1,made,made
43,3,2,it,it
43,3,3,an,an
43,3,4,Arabic,arabic
43,3,5,"Quran,",quran
43,3,6,so,so
43,3,7,that,that
43,3,8,you,you
43,3,9,may,may
43,3,10,understand.,understand
43,4,0,And,and
43,4,1,it,it
43,4,2,is,is
43,4,3,with,with
43,4,4,"Us,",us
43,4,5,in,in
43,4,6,the,the
43,4,7,Source,source
43,4,8,"Book,",book
43,4,9,sublime,sublime
43,4,10,and,and
43,4,11,wise.,wise
43,5,0,Shall,shall
43,5,1,We,we
43,5,2,hold,hold
43,5,3,back,back
43,5,4,the,the
43,5,5,Reminder,reminder
43,5,6,from,from
43,5,7,"you,",you
43,5,8,since,since
43,5,9,you,you
43,5,10,are,are
43,5,11,a,a
43,5,12,transgressing,transgressing
43,5,13,people?,people
43,6,0,How,how
43,6,1,many,many
43,6,2,a,a
43,6,3,prophet,prophet
43,6,4,did,did
43,6,5,We,we
43,6,6,send,send
43,6,7,to,to
43,6,8,the,the
43,6,9,ancients?,ancients
43,7,0,No,no
43,7,1,messenger,messenger
43,7,2,came,came
43,7,3,to,to
43,7,4,"them,",them
43,7,5,but,but
43,7,6,they,they
43,7,7,ridiculed,ridiculed
43,7,8,him.,him
43,8,0,We,we
43,8,1,destroyed,destroyed
43,8,2,people,people
43,8,3,more,more
43,8,4,powerful,powerful
43,8,5,than,than
43,8,6,"they,",they
43,8,7,and,and
43,8,8,so,so
43,8,9,the,the
43,8,10,example,example
43,8,11,of,of
43,8,12,the,the
43,8,13,ancients,ancients
43,8,14,has,has
43,8,15,passed,passed
43,8,16,away.,away
43,9,0,And,and
43,9,1,if,if
43,9,2,you,you
43,9,3,asked,asked
43,9,4,"them,",them
43,9,5,“Who,who
43,9,6,created,created
43,9,7,the,the
43,9,8,heavens,heavens
43,9,9,and,and
43,9,10,the,the
43,9,11,earth?”,earth
43,9,12,They,they
43,9,13,would,would
43,9,14,"say,",say
43,9,15,“The,the
43,9,16,"Mighty,",mighty
43,9,17,the,the
43,9,18,Knower,knower
43,9,19,created,created
43,9,20,them.”,them
43,10,0,He,he
43,10,1,who,who
43,10,2,made,made
43,10,3,the,the
43,10,4,earth,earth
43,10,5,a,a
43,10,6,habitat,habitat
43,10,7,for,for
43,10,8,"you,",you
43,10,9,and,and
43,10,10,traced,traced
43,10,11,pathways,pathways
43,10,12,for,for
43,10,13,you,you
43,10,14,on,on
43,10,15,"it,",it
43,10,16,that,that
43,10,17,you,you
43,10,18,may,may
43,10,19,be,be
43,10,20,guided.,guided
43,11,0,He,he
43,11,1,who,who
43,11,2,sends,sends
43,11,3,down,down
43,11,4,water,water
43,11,5,from,from
43,11,6,the,the
43,11,7,sky,sky
43,11,8,in,in
43,11,9,due,due
43,11,10,proportion;,proportion
43,11,11,and,and
43,11,12,so,so
43,11,13,We,we
43,11,14,revive,revive
43,11,15,thereby,thereby
43,11,16,a,a
43,11,17,dead,dead
43,11,18,land.,land
43,11,19,Thus,thus
43,11,20,you,you
43,11,21,will,will
43,11,22,be,be
43,11,23,brought,brought
43,11,24,out.,out
43,12,0,He,he
